,ETkc,petsum,aetsum,aetimsum,petimsum,kc_mean,irr_frac
2001-01-01,0.014784872527416866,0.019180750975201485,0.004579321318141126,0.00698246982421875,0.029541329296875005,0.49351385,0.8461982509800543
2001-02-01,0.008269249430752423,0.009869522985110147,0.0037787742323394597,0.00591911982421875,0.0154024189453125,0.51812625,0.8461982509800543
2001-03-01,0.026228959409349346,0.043601204917117706,0.012093003140637906,0.01440045,0.05205015,0.52894515,0.8461982509800543
2001-04-01,0.02354874573438591,0.039745505656305115,0.008017480187337896,0.0093848396484375,0.046483920703125,0.5397861,0.8461982509800543
2001-05-01,0.054624195636105655,0.08563303407742469,0.007695308898460318,0.009138600000000002,0.09973773281250001,0.60852677,0.8461982509800543
2001-06-01,0.04608060194560267,0.059551625662673684,0.003385844631031837,0.0040230896484375,0.06936921562500001,0.74324024,0.8461982509800543
2001-07-01,0.07712788864907721,0.08485446307564547,0.01311113687631583,0.0152388,0.09890451562500001,0.84930813,0.8461982509800543
2001-08-01,0.08811097479402417,0.08238596885489409,0.010172952588478829,0.0118188896484375,0.0960057,0.98490036,0.8461982509800543
2001-09-01,0.07374694890389563,0.06643517424283411,0.008225194629087697,0.00957663017578125,0.07740729140625001,1.0158421,0.8461982509800543
2001-10-01,0.03533881022004694,0.03564696345763504,0.003385908695663358,0.00419966982421875,0.04434615,0.84197634,0.8461982509800543
2001-11-01,0.016113699098076147,0.019975496234640983,0.004678451088720566,0.006147719824218751,0.02647845,0.62326336,0.8461982509800543
2001-12-01,0.005813027592325978,0.00833721764806814,0.00388536234725282,0.005486579736328125,0.0117939603515625,0.46060875,0.8461982509800543
2002-01-01,0.009599533737418398,0.014699700767929801,0.00613272458314415,0.007856100000000001,0.018777689648437502,0.49351385,0.8461982509800543
2002-02-01,0.01952993122424658,0.03135614770233438,0.008451025670846032,0.010516770703125001,0.0392364,0.51812625,0.8461982509800543
2002-03-01,0.024768431428394314,0.04231728176827108,0.010342218986199933,0.012167729296875,0.0495433828125,0.52894515,0.8461982509800543
2002-04-01,0.02528217016664855,0.0423598966531156,0.007124048369433037,0.0085041,0.050392079296875,0.5397861,0.8461982509800543
2002-05-01,0.04847870269011566,0.07526312364541918,0.008722391794816915,0.0103557603515625,0.087685284375,0.60852677,0.8461982509800543
2002-06-01,0.06961081610627878,0.08925368912520132,0.00939727049713971,0.01107071982421875,0.10400544140625001,0.74324024,0.8461982509800543
