,ETkc,petsum,aetsum,aetimsum,petimsum,kc_mean,irr_frac
2001-01-01,0.0028721002007904323,0.009392174673857478,0.002032766503077427,0.0023942700439453127,0.01118456982421875,0.48205066,0.0002673020819013579
2001-02-01,0.002738497258526413,0.006289517179077648,0.001987039263880639,0.0022365,0.0071081995605468745,0.48677835,0.0002673020819013579
2001-03-01,0.0054981753852761635,0.014805743791305356,0.004438129973430859,0.0046403099121093755,0.015486029296875002,0.50567293,0.0002673020819013579
2001-04-01,0.003584348700520398,0.013735903148012383,0.0029457348232315465,0.00307286982421875,0.014365530175781252,0.5129174,0.0002673020819013579
2001-05-01,0.00173619573859115,0.0276767976332249,0.0014469785364953681,0.0015073200439453126,0.02896245,0.54493314,0.0002673020819013579
2001-06-01,0.0004901808463978898,0.019672901940584124,0.0003933570488861272,0.0004120199890136719,0.0205893,0.5733181,0.0002673020819013579
2001-07-01,0.0009114460850317145,0.027676330372115462,0.000733598745216348,0.0007684200439453126,0.028967939648437503,0.58023876,0.0002673020819013579
2001-08-01,0.0005680314189738083,0.027501400099129582,0.000452308631998211,0.00047313001098632816,0.028790098242187503,0.580289,0.0002673020819013579
2001-09-01,0.0007430073437897892,0.022759007159638394,0.0005944345582838723,0.0006220799560546876,0.02382795,0.58031255,0.0002673020819013579
2001-10-01,0.0009738008259233036,0.01336541595482546,0.0007745968132680392,0.0008142299560546875,0.014016150000000002,0.56760985,0.0002673020819013579
2001-11-01,0.002326130050445151,0.009874303165945512,0.0018579862229224748,0.0019439099121093752,0.0103172396484375,0.5284167,0.0002673020819013579
2001-12-01,0.001624368510338368,0.0039520484332986276,0.001097758539846788,0.0012890700439453125,0.004614659912109376,0.41206014,0.0002673020819013579
2002-01-01,0.0016678043486331822,0.006054195190732725,0.0012828839942874012,0.0014051700439453125,0.006630389648437501,0.48205066,0.0002673020819013579
2002-02-01,0.001912312789309244,0.013295760012016128,0.0015467844511522538,0.0016237800659179688,0.013913189648437501,0.48677835,0.0002673020819013579
2002-03-01,0.0026779535835689556,0.014791074134678756,0.002152490696427477,0.00225135,0.015448587890625002,0.50567293,0.0002673020819013579
2002-04-01,0.0019145815713960946,0.014975650551957985,0.0015289653326608084,0.0016022699340820315,0.015664229296875002,0.5129174,0.0002673020819013579
2002-05-01,0.0012578515995177566,0.025409106471061045,0.0010007341919642404,0.001049309912109375,0.026581139648437502,0.54493314,0.0002673020819013579
2002-06-01,0.0005533858521780398,0.02932005902307416,0.0004327615483269119,0.000454409994506836,0.03068334140625,0.5733181,0.0002673020819013579
2002-07-01,0.00039072844574592543,0.02901915802332303,0.0003002924657084557,0.00031536002197265627,0.03037815,0.58023876,0.0002673020819013579
2002-08-01,0.0003132299018746643,0.0276664475096035,0.00023825405733085778,0.0002498399780273438,0.028959750000000003,0.580289,0.0002673020819013579
2002-09-01,0.000683991333274604,0.02386518554287488,0.0005350086099038726,0.0005616000000000001,0.02497985859375,0.58031255,0.0002673020819013579
2002-10-01,0.001039548539251002,0.012307025949327172,0.0008268648328193629,0.00086715,0.0129123896484375,0.56760985,0.0002673020819013579
2002-11-01,0.0014832262379006437,0.011005882180990002,0.0011018321217316422,0.0012412800659179688,0.01243916982421875,0.5284167,0.0002673020819013579
2002-12-01,0.0020839034013435944,0.0053393241502529155,0.001511091964488652,0.0016630200439453125,0.0058810500000000005,0.41206014,0.0002673020819013579
2003-01-01,0.002140005181421539,0.00873676775964444,0.0016337923515288481,0.0018146700439453127,0.00981783017578125,0.48205066,0.0002673020819013579
2003-02-01,0.0033656401772571443,0.009910908585459611,0.0026647959156675255,0.0028156500000000003,0.010489230175781251,0.48677835,0.0002673020819013579
2003-03-01,0.004062874128998615,0.015109075414153338,0.003283080635354239,0.0034599599121093753,0.0159632103515625,0.50567293,0.0002673020819013579
2003-04-01,0.0023862762288795023,0.012933117646867583,0.0019093998784385526,0.002016809912109375,0.0136665017578125,0.5129174,0.0002673020819013579
2003-05-01,0.0021105342509794745,0.02381342542770276,0.0017098015365918145,0.0017886599121093752,0.02492505,0.54493314,0.0002673020819013579
2003-06-01,0.000989528092983529,0.02800041362773799,0.0007887681507429654,0.0008259300109863282,0.029308950000000004,0.5733181,0.0002673020819013579
2003-07-01,0.0006478380011614929,0.02896517952966107,0.0005078614354194854,0.0005332500000000001,0.030329279296875,0.58023876,0.0002673020819013579
2003-08-01,0.0005914142753046232,0.026903517524473505,0.0004621686085625492,0.0004851899780273438,0.02814975,0.580289,0.0002673020819013579
2003-09-01,0.000585017932095046,0.023446890075870704,0.0004588257040296569,0.0004811399780273438,0.0245502017578125,0.58031255,0.0002673020819013579
2003-10-01,0.00039420045085521074,0.015969224438944336,0.0003082684197043876,0.0003231900054931641,0.016719300000000003,0.56760985,0.0002673020819013579
2003-11-01,0.0023048631467317733,0.009185809023749412,0.0018194445066726953,0.0019485,0.0098658896484375,0.5284167,0.0002673020819013579
2003-12-01,0.0011773250371286599,0.0036777325417325967,0.0008379462486044366,0.0009864,0.004311540087890625,0.41206014,0.0002673020819013579
2004-01-01,0.002048052270849945,0.005892959906099806,0.0014616444230883343,0.0017127,0.006938730175781251,0.48205066,0.0002673020819013579
2004-02-01,0.002502131251145251,0.007251941845962938,0.0019586247895657847,0.0021195898681640626,0.0078449396484375,0.48677835,0.0002673020819013579
2004-03-01,0.003998015164119402,0.018554212834029662,0.0032982284535798293,0.00344295,0.019451518945312503,0.50567293,0.0002673020819013579
2004-04-01,0.0016045137547534608,0.022810978071404933,0.0013050830690236029,0.001360440087890625,0.02384415,0.5129174,0.0002673020819013579
