,ssebop_cv,ssebop_cvws
2019-09-30,3.4647799999999997,9.645802999999999
2019-10-31,1.104203,3.047986
2019-11-30,0.046352,0.114593
2019-12-31,0.008206999999999999,0.129195
2020-01-31,0.016488,0.190353
2020-02-29,0.33552499999999996,0.773793
2020-03-31,1.240218,4.934244
2020-04-30,2.563987,7.784096
2020-05-31,4.0889679999999995,12.569981
2020-06-30,5.72331,16.168184
2020-07-31,5.9325339999999995,15.905501
2020-08-31,5.421704999999999,13.834299
2020-09-30,4.257194,9.279827
2020-10-31,0.636416,1.149406
2020-11-30,0.030948999999999997,0.06154
2020-12-31,0.023549999999999998,0.05241
