date,SHA,YRS,NHG,EXC,PNF,SCC,MKM,TRM,ORO,NML,MHB,NAT,ISB,TLG,SJF
2003-10-01,202.47899406934312,591.1506042047621,40.85250791015625,21.459613291613778,63.23226464843751,2.0755385893403817,165.88758998119158,6.531246828031421,373.5374062387183,679.1931797684017,0.0,236.90785053715865,21.08206689153411,595.9282191200671,323.17531640625003
2003-10-02,725.8539518609336,700.174470761905,15.029738281249998,45.23302788282571,187.54011718750002,4.246866042530143,355.60550268236926,4.979726300574512,893.6657556430937,551.1277619117857,1.0791666666666666,153.1030816617931,11.365638778810023,469.48184946629186,352.38328125
2003-10-03,220.25506172136375,665.078650823681,55.30765625,14.744827440892653,57.6296875,2.4320849108433977,279.0784488458046,5.3834878925129885,253.35487096550673,764.0692020667952,0.9982291666666665,156.15198017491147,17.155352106500203,218.27767509869386,0.0
2003-10-04,1013.5954633422616,656.5715144039793,0.0,18.94491480096503,14.4375,7.6368823360469165,296.38835854951844,5.819986910824852,227.07283347622354,686.2085292614001,0.9233619791666667,459.2538299188232,5.004464534838036,129.8407298364258,333.5303125
2003-10-05,767.2436824978422,1048.3208939502479,45.935312499999995,30.27084961590814,0.0,9.883559451131802,294.4687042173848,11.299479092783624,919.507286190512,830.8521650798921,0.8541098307291666,867.3035070068358,48.89598164615799,868.4735930664062,39.134046875
2003-10-06,526.5025425588901,1102.9237451489166,49.680640624999995,28.761100408245284,154.78203125,7.182737941257353,315.3716636271136,9.837042431387701,220.6931810167697,981.5498005508967,1.788645343424479,518.4704013671874,53.829910765799184,384.52386328125,154.1426755859375
2003-10-07,702.4098511738516,1017.0100853383558,47.191720898437495,62.47945924360554,219.8500390625,9.533196594539199,339.1939439643046,10.437466163155623,284.6571551532645,1000.0065226468732,2.722571161417643,145.26531249999994,7.974914062500005,0.0,272.5661309765625
2003-10-08,679.0371917131947,977.3417571278254,34.52199802734375,38.48958506085259,163.98469677734374,42.988755767652705,328.91682854652964,7.026838947499321,305.2837403683941,986.486595218405,1.6535344766550697,154.96249999999998,22.64281249999999,659.3451594017058,269.1246752428899
2003-10-09,315.4438013700219,1302.1609801430725,19.757592656860353,17.243090296664434,164.3860931152344,25.62819926638031,362.59640248273473,8.598102916215481,391.8640780587368,960.6627618846302,1.5837575818239085,0.0,0.0,161.1508467842496,209.44168340482662
2003-10-10,412.6442714242494,1388.524763172703,42.93897435304566,18.641178699096685,152.25486608306886,0.0,368.8310770083619,11.223172916178896,902.4674067643016,1183.7747763617622,1.5151460897862359,605.1478125,86.87765625,340.2508059177195,88.13225829188715
2003-10-11,368.6131949787832,1483.3322778702757,48.022324836108325,17.03100399902344,134.72630758195496,2.9957812500000003,303.0065697387696,10.911931129821781,320.2278543936285,1167.7114347492025,1.4479176851564546,408.2454408691032,18.502257812500005,522.7708052409182,128.222515126229
2003-10-12,545.33586382867,1453.9578604738163,25.00726601597571,44.4514232421875,138.9184117342909,17.9584453125,502.8407172851563,9.649047272949222,22.58416691203081,1320.9953248344418,1.3822508444660935,284.34079538170363,25.00189270086574,339.0094011328781,187.72504640089807
2003-10-13,182.65482326611254,0.0,34.95168419165988,47.1041484375,191.80995853362793,12.85360849609375,509.43470703125,15.439003808593753,909.7592344994928,1449.2621256788095,1.3182894929002815,359.8782482430806,58.532256246060285,410.7550252034005,25.584388905064408
2003-10-14,2749.384121859202,1605.73875,23.88143001965156,0.0,104.41260724705906,15.680355947265625,0.0,0.887605468750003,339.24550689134355,1594.354169179332,1.2561471830692188,366.95869502480224,28.119112544105292,445.93919334610575,196.42227848718457
2003-10-15,108.38362372711072,1655.9499687500002,35.7990169998664,31.955,203.79983388672383,19.442508482971192,573.1928125,1.9610937499999999,1196.9596235818578,1772.17657587081,2.194504591315252,344.6844272055451,8.76817611828585,494.8518768537535,166.74869744439573
2003-10-16,304.29608133052216,1330.6328492187502,47.671507889188476,29.841859030744725,68.0371243646742,16.139479886117556,512.166703125,0.0,535.6356569022619,1891.6708333615022,1.1322300604196158,336.15505130860447,100.47935668903682,154.54343417694378,240.64290435134646
2003-10-17,232.89505015486247,1404.617172792969,40.46534942448799,47.719388460495466,200.20244720531917,13.78801021857525,376.7978005859375,9.985937499999999,952.2001840822066,1919.5119067307444,2.0697651208321766,167.4525704433819,65.26593685282924,469.5331045156149,166.60713688949556
2003-10-18,602.2414425844522,1557.7609130541996,19.225399997615895,50.63321358390378,121.23635654531613,16.40269517680488,572.6162644726562,6.936015624999996,891.8223475167053,2056.173153857133,2.0060823780929926,417.9361109439418,34.151796884941234,760.3369964357998,213.91447356474765
2003-10-19,152.42690280256193,1375.485089429285,26.01695039426187,25.600084783622044,117.19982196878361,16.983557333820578,606.4755961480713,10.850174172226325,325.72353515625,2158.6234607051183,0.9417158679600055,278.84888541722086,26.93990136472354,751.3023971180944,154.61099379484548
2003-10-20,435.5338612366163,1326.7949529621778,37.82959410642436,0.0,176.14259432316356,18.527993756914398,447.5117803345154,11.755553860819102,1388.70703125,2443.814214275804,1.8785326209701942,403.85567338290195,74.72905819439072,752.8456502152964,173.73641190555878
2003-10-21,212.3996166302286,1160.8117020870968,30.670589351068205,43.984716391601566,127.0414620729361,15.041013456541402,505.30704916465993,12.673639922847272,0.0,2610.663804284653,1.8153109592715788,423.1541512542899,40.84798632388866,363.4180414436903,142.32400434557647
